,CS Schools,City,School,Class,Gender,Grade,Math_selfefficacy,Tablets_utility,CS_utility,Tablets_selfefficacy,Robots_interest,Tablets_interest,CS_selfefficacy,General_selfefficacy,Robots_utility,Robots_selfefficacy,CS_interest,Sport_selfefficacy,French_selfefficacy,Who_Teacher,Who_Mom,Who_Dad,Who_Student,Who_Other,Who_Nobody,General_selfefficacy,French_selfefficacy,Sport_selfefficacy,Math_selfefficacy
520,0,0,School_2,Class_25,Girl,6,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0,0,0,1,0,0,1.0,1.0,0.0,2.0
521,0,0,School_2,Class_25,Girl,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
522,0,0,School_2,Class_25,Boy,6,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,2.0,0.0,0,1,1,0,0,0,-1.0,0.0,2.0,2.0
523,0,0,School_2,Class_25,Boy,6,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,-1.0,-2.0,1.0,1.0,-1.0,0,1,1,0,0,0,0.0,-1.0,1.0,1.0
524,0,0,School_2,Class_25,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,2.0,1.0,2.0,2.0
525,0,0,School_2,Class_25,Girl,6,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,1,0,0,0,1.0,1.0,2.0,2.0
526,0,0,School_2,Class_25,Girl,6,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1,1,1,1,0,0,1.0,1.0,1.0,1.0
527,1,0,School_5,Class_26,Boy,3,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,1.0,2.0,2.0,0.0
528,1,0,School_5,Class_26,Girl,3,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0,0,0,0,0,1,2.0,2.0,2.0,2.0
529,1,0,School_5,Class_26,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,0,2.0,2.0,2.0,2.0
530,1,0,School_5,Class_26,Boy,3,1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,1,1,0,0,0,2.0,1.0,1.0,1.0
531,1,0,School_5,Class_26,Boy,3,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0,1,0,0,0,0,2.0,2.0,1.0,2.0
532,1,0,School_5,Class_26,Girl,3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1,1,0,0,0,2.0,2.0,2.0,2.0
533,1,0,School_5,Class_26,Girl,3,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0,1,0,1,0,0,2.0,0.0,2.0,1.0
534,1,0,School_5,Class_26,Boy,3,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1,0,0,0,0,0,0.0,2.0,2.0,1.0
535,1,0,School_5,Class_26,Boy,3,2.0,2.0,2.0,2.0,-2.0,2.0,1.0,2.0,-2.0,-2.0,2.0,1.0,2.0,1,0,1,0,0,0,2.0,2.0,1.0,2.0
536,1,0,School_5,Class_26,Boy,3,1.0,2.0,0.0,2.0,2.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,1.0
537,1,0,School_5,Class_26,Boy,3,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,2.0,2.0,1.0,0.0
538,1,0,School_5,Class_26,Girl,3,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,2.0
539,1,0,School_5,Class_26,Girl,3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,0,0,1,0,2.0,2.0,2.0,2.0
540,1,0,School_5,Class_26,Boy,3,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,0,1,0,2.0,2.0,2.0,2.0
541,1,0,School_5,Class_26,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,2.0,2.0,2.0
542,1,0,School_5,Class_26,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
543,0,0,School_2,Class_27,Girl,4,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,0,0,2.0,2.0,2.0,0.0
544,0,0,School_2,Class_27,Boy,4,2.0,2.0,2.0,-2.0,0.0,2.0,0.0,-1.0,2.0,0.0,1.0,2.0,-1.0,0,0,1,0,0,0,-1.0,-1.0,2.0,2.0
545,0,0,School_2,Class_27,Girl,4,-1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0,1,1,0,0,0,1.0,0.0,2.0,-1.0
546,0,0,School_2,Class_27,Boy,4,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0,1,1,0,0,0,2.0,1.0,2.0,2.0
547,0,0,School_2,Class_27,Girl,4,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,-1.0,2.0,2.0,1.0,0,0,0,0,0,1,1.0,1.0,2.0,1.0
548,0,0,School_2,Class_27,Girl,4,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,2.0,1.0,2.0,2.0
549,0,0,School_2,Class_27,Girl,4,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0,1,1,0,0,1,1.0,0.0,2.0,0.0
550,0,0,School_2,Class_27,Girl,4,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0,0,0,1,0,0,0.0,0.0,2.0,1.0
551,0,0,School_2,Class_27,Girl,4,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,-1.0,0,1,1,1,0,0,2.0,-1.0,2.0,0.0
552,0,0,School_2,Class_27,Boy,4,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,0,0,1,0,0,2.0,0.0,2.0,2.0
553,0,0,School_2,Class_27,Girl,4,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,2.0,1.0,2.0,2.0
554,0,0,School_2,Class_27,Boy,4,2.0,2.0,1.0,2.0,2.0,-2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,1,0.0,2.0,2.0,2.0
555,0,0,School_2,Class_27,Girl,4,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,0,1,1,0,0,0,1.0,-1.0,2.0,1.0
556,0,0,School_2,Class_27,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,1,1,0,0,2.0,1.0,2.0,2.0
557,0,0,School_2,Class_27,Girl,4,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,1.0,2.0,2.0,2.0
558,1,0,School_5,Class_28,Girl,5,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,0,0,0,1,0,1.0,2.0,2.0,1.0
559,1,0,School_5,Class_28,Girl,5,0.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,-1.0,0.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,0.0
560,1,0,School_5,Class_28,Girl,5,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,1.0
561,1,0,School_5,Class_28,Boy,5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,1,1,1,1,1,0,1.0,-1.0,2.0,1.0
562,1,0,School_5,Class_28,Girl,5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1,0,0,0,0,0,1.0,2.0,2.0,1.0
563,1,0,School_5,Class_28,Girl,5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,0,1,0,2.0,1.0,2.0,1.0
564,1,0,School_5,Class_28,Boy,5,1.0,0.0,2.0,0.0,2.0,-2.0,1.0,-1.0,1.0,1.0,2.0,2.0,1.0,1,1,1,1,1,0,-1.0,1.0,2.0,1.0
565,1,0,School_5,Class_28,Boy,5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,1.0
566,1,0,School_5,Class_28,Girl,5,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1,1,1,1,0,2.0,2.0,1.0,2.0
567,1,0,School_5,Class_28,Girl,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1,0,0,1,1,0,2.0,1.0,0.0,2.0
568,1,0,School_5,Class_28,Boy,5,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1,1,1,1,0,1.0,1.0,2.0,2.0
569,1,0,School_5,Class_28,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,0,0,2.0,2.0,2.0,2.0
570,1,0,School_5,Class_28,Boy,5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1,1,1,1,0,1.0,1.0,1.0,2.0
571,1,0,School_5,Class_28,Girl,5,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1,0,0,1,0,0,1.0,1.0,2.0,0.0
572,1,0,School_5,Class_28,Boy,5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1,0,1,0,1.0,1.0,2.0,1.0
573,1,0,School_5,Class_28,Boy,5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,0,0,1,1,0,1.0,2.0,2.0,1.0
574,1,0,School_5,Class_28,Girl,5,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0,1,1,0,1,0,1.0,1.0,1.0,2.0
575,1,0,School_5,Class_28,Girl,5,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0,1,0,0,1,0,1.0,2.0,2.0,2.0
576,0,0,School_2,Class_29,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0,1,1,0,0,0,2.0,0.0,2.0,2.0
577,0,0,School_2,Class_29,Girl,4,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0,1,0,0,0,0,0.0,2.0,1.0,1.0
578,0,0,School_2,Class_29,Girl,4,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,0.0,0,1,0,0,0,0,2.0,0.0,2.0,2.0
579,0,0,School_2,Class_29,Girl,4,2.0,1.0,0.0,-1.0,2.0,0.0,0.0,2.0,-2.0,-1.0,-1.0,2.0,2.0,1,0,0,0,0,1,2.0,2.0,2.0,2.0
580,0,0,School_2,Class_29,Boy,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,1,1,0,0,2.0,1.0,2.0,1.0
581,0,0,School_2,Class_29,Girl,4,-1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,-1.0,1,0,0,0,0,0,2.0,-1.0,2.0,-1.0
582,0,0,School_2,Class_29,Boy,4,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0,1,1,1,0,0,2.0,2.0,2.0,2.0
583,0,0,School_2,Class_29,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,0,1,0,0,1.0,2.0,2.0,2.0
584,0,0,School_2,Class_29,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1,1,0,1,0,0,1.0,0.0,2.0,2.0
585,0,0,School_2,Class_29,Boy,4,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,-2.0,0,0,0,1,0,0,0.0,-2.0,1.0,0.0
586,0,0,School_2,Class_29,Girl,4,1.0,1.0,0.0,2.0,-1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1,0,0,0,0,0,2.0,1.0,2.0,1.0
587,0,0,School_2,Class_29,Girl,4,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0,1,1,0,1,0,2.0,2.0,2.0,2.0
588,0,0,School_2,Class_29,Girl,4,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,-2.0,1.0,2.0,1.0,0,1,1,1,1,0,2.0,1.0,2.0,2.0
589,0,0,School_2,Class_29,Girl,4,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0,1,1,0,0,0,2.0,1.0,2.0,2.0
590,0,0,School_2,Class_29,Boy,4,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,0,0,0,0,2.0,2.0,2.0,2.0
591,0,0,School_2,Class_29,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0,1,1,0,0,0,2.0,1.0,2.0,2.0
592,0,0,School_2,Class_29,Girl,4,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,0,1,1,0,1.0,1.0,2.0,1.0
593,0,0,School_2,Class_29,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1,0,0,1,1,0,2.0,0.0,2.0,2.0
594,1,0,School_5,Class_30,Boy,4,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,1,0,1,0,2.0,2.0,1.0,1.0
595,1,0,School_5,Class_30,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,0,0,0,2.0,1.0,2.0,2.0
596,1,0,School_5,Class_30,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,2.0,1.0,2.0,2.0
597,1,0,School_5,Class_30,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,0.0,2.0,2.0,2.0,1,1,0,0,0,0,-1.0,2.0,2.0,2.0
598,1,0,School_5,Class_30,Girl,4,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0,1,0,0,0,0,2.0,2.0,1.0,1.0
599,1,0,School_5,Class_30,Girl,4,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1,1,1,1,0,2.0,1.0,1.0,2.0
600,1,0,School_5,Class_30,Girl,4,-2.0,2.0,2.0,2.0,-1.0,1.0,0.0,0.0,1.0,-2.0,1.0,0.0,-1.0,0,1,0,0,0,0,0.0,-1.0,0.0,-2.0
601,1,0,School_5,Class_30,Girl,4,2.0,2.0,2.0,-2.0,2.0,-1.0,1.0,2.0,0.0,-2.0,1.0,1.0,2.0,1,0,0,0,0,0,2.0,2.0,1.0,2.0
602,1,0,School_5,Class_30,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,1,1,0,0,2.0,1.0,2.0,2.0
603,1,0,School_5,Class_30,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,2.0
604,1,0,School_5,Class_30,Girl,4,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,-1.0,-2.0,1.0,-1.0,1.0,0,0,0,1,0,0,0.0,1.0,-1.0,2.0
605,1,0,School_5,Class_30,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,1,1,1,1,0,1.0,1.0,2.0,2.0
606,1,0,School_5,Class_30,Girl,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1,0,0,0,0,0,2.0,0.0,2.0,1.0
607,1,0,School_5,Class_30,Girl,4,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,1,0,2.0,2.0,1.0,2.0
608,1,0,School_5,Class_30,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,0,0,0,2.0,2.0,2.0,2.0
625,1,0,School_5,Class_31,Girl,5,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,-1.0,1.0,1,0,0,0,1,0,1.0,1.0,-1.0,0.0
626,1,0,School_5,Class_31,Girl,5,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0,0,1,0,0.0,1.0,0.0,0.0
627,1,0,School_5,Class_31,Boy,5,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0,0,1,1,0,0,0.0,0.0,2.0,2.0
628,1,0,School_5,Class_31,Boy,5,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,-1.0,2.0,2.0,-2.0,0,0,0,1,1,0,0.0,-2.0,2.0,1.0
629,1,0,School_5,Class_31,Girl,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,1,0,0,1.0,1.0,2.0,1.0
630,1,0,School_5,Class_31,Boy,5,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,1,1,0,1,0,1.0,2.0,2.0,1.0
631,1,0,School_5,Class_31,Boy,5,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0,0,1,0,1,0,1.0,2.0,1.0,1.0
632,1,0,School_5,Class_31,Boy,5,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0,0,0,0,0,1,0.0,1.0,0.0,-1.0
633,1,0,School_5,Class_31,Boy,5,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1,0,1,1,0,0,2.0,1.0,1.0,2.0
634,1,0,School_5,Class_31,Girl,5,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1,1,0,0,0,0,0.0,1.0,2.0,2.0
635,1,0,School_5,Class_31,Boy,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,1,1.0,1.0,2.0,1.0
636,1,0,School_5,Class_31,Girl,5,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1.0,1.0,1.0,1.0
637,1,0,School_5,Class_31,Girl,5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0,0,0,0,1,0,2.0,2.0,2.0,2.0
638,1,0,School_5,Class_31,Boy,5,-2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0,0,0,0,0,1,0.0,0.0,2.0,-2.0
639,1,0,School_5,Class_31,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,1,0,0,2.0,2.0,2.0,2.0
640,1,0,School_5,Class_31,Boy,5,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,0,0,1.0,2.0,2.0,1.0
641,1,0,School_5,Class_31,Girl,5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,0,1,0,0,0,1.0,1.0,2.0,2.0
642,1,0,School_5,Class_31,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,1,0,2.0,1.0,2.0,2.0
643,1,0,School_5,Class_31,Girl,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
644,1,0,School_5,Class_31,Girl,5,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,0,0,0,0,2.0,2.0,2.0,1.0
645,1,0,School_5,Class_31,Girl,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,0,0,0,1,0,2.0,2.0,2.0,2.0
646,1,0,School_5,Class_32,Boy,4,-2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1.0,2.0,1.0,1.0,1,0,0,0,0,1,0.0,1.0,1.0,-2.0
647,1,0,School_5,Class_32,Boy,4,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
648,1,0,School_5,Class_32,Girl,4,2.0,2.0,2.0,2.0,-2.0,2.0,1.0,2.0,2.0,-2.0,2.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,2.0
649,1,0,School_5,Class_32,Boy,4,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0,1,1,0,1,0,1.0,2.0,2.0,2.0
650,1,0,School_5,Class_32,Girl,4,2.0,2.0,2.0,2.0,-2.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,1,1,1,0,1,0,2.0,1.0,2.0,2.0
651,1,0,School_5,Class_32,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0,0,1,1,1,0,2.0,1.0,2.0,2.0
652,1,0,School_5,Class_32,Girl,4,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
653,1,0,School_5,Class_32,Boy,4,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,1,1,1,0,1,0,1.0,2.0,2.0,2.0
654,1,0,School_5,Class_32,Girl,4,1.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,2.0,-1.0,-2.0,-1.0,2.0,1.0,0,1,0,0,0,0,2.0,1.0,2.0,1.0
655,1,0,School_5,Class_32,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
656,1,0,School_5,Class_32,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
657,1,0,School_5,Class_32,Girl,4,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,1.0,1.0,1.0,1.0
658,1,0,School_5,Class_32,Girl,4,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,-2.0,1,0,0,1,0,0,1.0,-2.0,2.0,0.0
659,1,0,School_5,Class_32,Boy,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,0,0,1,1,0,1.0,1.0,2.0,1.0
660,1,0,School_5,Class_32,Boy,4,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1,1,1,1,1,0,2.0,0.0,1.0,2.0
661,0,0,School_2,Class_33,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,1,1.0,1.0,1.0,2.0
662,0,0,School_2,Class_33,Boy,6,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,0,0,0,1,1.0,1.0,2.0,2.0
663,0,0,School_2,Class_33,Girl,6,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,-1.0,1.0,2.0,1.0,2.0,1,0,0,0,1,0,1.0,2.0,1.0,1.0
664,0,0,School_2,Class_33,Girl,6,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0,0,0,0,0,1,1.0,2.0,2.0,2.0
665,0,0,School_2,Class_33,Girl,6,2.0,2.0,2.0,2.0,-1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1,1,1,1,1,0,1.0,2.0,1.0,2.0
666,0,0,School_2,Class_33,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0,1,1,0,1,0,2.0,1.0,2.0,2.0
667,0,0,School_2,Class_33,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,0,0,0,1,0,2.0,2.0,2.0,2.0
668,0,0,School_2,Class_33,Girl,6,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,2.0,1.0,0.0,1.0
669,0,0,School_2,Class_33,Girl,6,2.0,1.0,0.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0,2.0,2.0,1.0,1,1,0,0,0,0,2.0,1.0,2.0,2.0
670,0,0,School_2,Class_33,Girl,6,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0,1,1,1,0,0,0.0,1.0,2.0,1.0
