,CS Schools,City,School,Class,Gender,Grade,Math_selfefficacy,Tablets_utility,CS_utility,Tablets_selfefficacy,Robots_interest,Tablets_interest,CS_selfefficacy,General_selfefficacy,Robots_utility,Robots_selfefficacy,CS_interest,Sport_selfefficacy,French_selfefficacy,Who_Teacher,Who_Mom,Who_Dad,Who_Student,Who_Other,Who_Nobody,General_selfefficacy,French_selfefficacy,Sport_selfefficacy,Math_selfefficacy
1028,1,0,School_5,Class_39,Boy,6,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,0,0,0,1,0,2.0,2.0,2.0,2.0
1029,1,0,School_5,Class_39,Boy,6,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
1030,1,1,School_1,Class_40,Girl,3,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0,0,1,0,1,0,1.0,2.0,2.0,2.0
1031,1,1,School_1,Class_40,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,2.0,2.0,2.0,2.0
1032,1,1,School_1,Class_40,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,0,1,2.0,2.0,2.0,2.0
1033,1,1,School_1,Class_40,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,2.0,2.0,1.0,2.0
1034,1,1,School_1,Class_40,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,1,0,1,0,0,0,2.0,2.0,2.0,2.0
1035,1,1,School_1,Class_40,Girl,3,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,-1.0,2.0,2.0,0,1,1,1,0,0,2.0,2.0,2.0,2.0
1036,1,1,School_1,Class_40,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,1,1.0,2.0,2.0,2.0
1037,1,1,School_1,Class_40,Boy,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,2.0,2.0,2.0,2.0
1038,1,1,School_1,Class_40,Girl,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1,1,0,0,0,0,2.0,2.0,2.0,2.0
1039,1,1,School_1,Class_40,Boy,3,2.0,2.0,-2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0,1,1,0,0,0,2.0,2.0,2.0,2.0
1040,1,1,School_1,Class_40,Boy,3,1.0,1.0,0.0,2.0,-1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0,0,1,0,0,0,1.0,0.0,2.0,1.0
1041,1,1,School_1,Class_40,Boy,3,2.0,2.0,-2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0,1,0,0,0,0,2.0,1.0,2.0,2.0
1042,1,1,School_1,Class_40,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,1,0,0,0,2.0,2.0,2.0,2.0
1043,1,1,School_1,Class_40,Girl,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0,0,0,0,0,1,2.0,1.0,0.0,2.0
1044,1,1,School_1,Class_40,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0,1,1,0,0,0,2.0,2.0,1.0,2.0
1045,1,0,School_5,Class_41,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,0,1,0,2.0,2.0,2.0,2.0
1046,1,0,School_5,Class_41,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
1047,1,0,School_5,Class_41,Girl,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0,1,1,0,1,0,2.0,2.0,2.0,1.0
1048,1,0,School_5,Class_41,Boy,3,1.0,-1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,-1.0,2.0,2.0,2.0,0,1,1,0,1,0,2.0,2.0,2.0,1.0
1049,1,0,School_5,Class_41,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
1050,1,0,School_5,Class_41,Girl,3,-1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,1,0,1,0,1.0,2.0,1.0,-1.0
1051,1,0,School_5,Class_41,Boy,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,1,0,2.0,2.0,1.0,2.0
1052,1,0,School_5,Class_41,Boy,3,-1.0,-1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1,0,0,0,0,0,0.0,1.0,2.0,-1.0
1053,1,0,School_5,Class_41,Girl,3,1.0,2.0,-1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,1.0
1054,1,0,School_5,Class_41,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0,0,1,0,0,0,2.0,2.0,2.0,2.0
1055,1,0,School_5,Class_41,Girl,3,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-1.0,2.0,1,1,0,0,0,0,1.0,2.0,-1.0,2.0
1056,1,1,School_1,Class_41,Boy,3,-2.0,2.0,-2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,0,0,2.0,1.0,2.0,-2.0
1057,1,1,School_1,Class_41,Boy,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,1.0
1058,1,1,School_1,Class_41,Boy,3,2.0,2.0,0.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,-2.0,2.0,2.0,2.0
1059,1,1,School_1,Class_41,Boy,3,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,0,0,0,2.0,1.0,2.0,2.0
1060,1,1,School_1,Class_41,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,-2.0,2.0,2.0,2.0
1061,1,1,School_1,Class_41,Girl,3,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,-1.0,1.0,2.0,0,1,1,0,0,0,2.0,2.0,1.0,2.0
1062,1,1,School_1,Class_41,Girl,3,2.0,2.0,-1.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,1.0,1.0,0,1,1,0,0,0,2.0,1.0,1.0,2.0
1063,1,1,School_1,Class_41,Girl,3,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1,1,1,1,0,2.0,1.0,1.0,2.0
1064,1,1,School_1,Class_41,Boy,3,2.0,2.0,-1.0,0.0,2.0,-2.0,-1.0,-1.0,2.0,2.0,-2.0,2.0,0.0,0,1,1,1,0,0,-1.0,0.0,2.0,2.0
1065,1,1,School_1,Class_41,Girl,3,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,2.0
1066,1,1,School_1,Class_41,Boy,3,2.0,2.0,-2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0,0,0,0,0,1,1.0,2.0,1.0,2.0
1067,1,1,School_1,Class_41,Girl,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,0,0,2.0,2.0,2.0,2.0
1068,1,0,School_5,Class_42,Girl,6,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,1.0,1.0,2.0,1.0
1069,1,0,School_5,Class_42,Boy,6,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0,0,0,1,1,0,2.0,2.0,2.0,1.0
1070,1,0,School_5,Class_42,Girl,6,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1,1,1,0,1.0,1.0,2.0,1.0
1071,1,0,School_5,Class_42,Girl,6,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,1,0,1,0,1.0,1.0,2.0,1.0
1072,1,0,School_5,Class_42,Boy,6,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1,1,1,1,0,1.0,0.0,2.0,2.0
1073,1,0,School_5,Class_42,Girl,6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1,0,0,0,1,0,2.0,1.0,2.0,1.0
1074,1,0,School_5,Class_42,Girl,6,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1,1,1,1,1,0,2.0,1.0,2.0,2.0
1075,1,0,School_5,Class_42,Boy,6,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,0,1,1,1,0,0,1.0,1.0,1.0,1.0
1076,1,0,School_5,Class_42,Boy,6,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,1.0,1.0,2.0,2.0
1077,1,0,School_5,Class_42,Boy,6,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
1078,1,0,School_5,Class_42,Boy,6,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,0,1,0,2.0,1.0,2.0,2.0
1079,1,0,School_5,Class_42,Girl,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1,1,0,1,1,0,1.0,0.0,2.0,2.0
1080,1,0,School_5,Class_42,Girl,6,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,1,1,1,0,1.0,2.0,2.0,1.0
1081,1,0,School_5,Class_42,Boy,6,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,1,0,1.0,1.0,2.0,2.0
1082,1,0,School_5,Class_42,Boy,6,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
1083,1,0,School_5,Class_43,Boy,3,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,2.0,2.0,1.0,2.0
1084,1,0,School_5,Class_43,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,0,1,1,0,0,0.0,2.0,2.0,2.0
1085,1,0,School_5,Class_43,Girl,3,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0,1,1,0,1,0,2.0,2.0,2.0,1.0
1086,1,0,School_5,Class_43,Girl,3,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0,1,0,2.0,2.0,2.0,2.0
1087,1,0,School_5,Class_43,Girl,3,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,0,0,0,1,0,2.0,1.0,2.0,1.0
1088,1,0,School_5,Class_43,Boy,3,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0,1,1,0,0,0,1.0,2.0,2.0,2.0
1089,1,0,School_5,Class_43,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,0,2.0,2.0,2.0,2.0
1090,1,0,School_5,Class_43,Boy,3,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1,0,0,0,1,1,2.0,2.0,2.0,2.0
1091,1,0,School_5,Class_43,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1,1,1,1,0,0,2.0,2.0,2.0,2.0
1092,1,0,School_5,Class_43,Boy,3,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0,0,1,1,0,0,2.0,2.0,2.0,2.0
1093,1,0,School_5,Class_43,Girl,3,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
1094,1,0,School_5,Class_43,Girl,3,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0,0,0,0,1,0,2.0,2.0,2.0,2.0
1095,1,0,School_5,Class_43,Girl,3,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1,1,1,0,0,1.0,2.0,2.0,2.0
1096,1,0,School_5,Class_43,Girl,3,2.0,2.0,1.0,2.0,1.0,-1.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,1,1,0,0,0,0,2.0,2.0,2.0,2.0
1097,1,0,School_5,Class_43,Girl,3,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0,1,1,1,0,0,2.0,0.0,-2.0,2.0
1098,1,0,School_5,Class_43,Boy,3,0.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,0.0,0,0,0,1,0,0,-2.0,0.0,2.0,0.0
1099,1,0,School_5,Class_43,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,1,1.0,2.0,2.0,2.0
1100,1,0,School_5,Class_43,Boy,3,2.0,1.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1,1,1,0,0,2.0,2.0,2.0,2.0
1101,1,0,School_5,Class_43,Boy,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,1,1,1,0,0,1.0,2.0,2.0,2.0
1102,1,0,School_5,Class_44,Girl,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,0,0,1,0,2.0,2.0,2.0,2.0
1103,1,0,School_5,Class_44,Girl,5,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,0,0,0,0,1,2.0,2.0,2.0,1.0
1104,1,0,School_5,Class_44,Girl,5,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,2.0,2.0,1.0
1105,1,0,School_5,Class_44,Girl,5,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0,1,1,0,1,0,2.0,2.0,2.0,1.0
1106,1,0,School_5,Class_44,Boy,5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,0,1.0,2.0,2.0,2.0
1107,1,0,School_5,Class_44,Boy,5,0.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,0.0
1108,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,0,0,1,0,1.0,1.0,2.0,2.0
1109,1,0,School_5,Class_44,Boy,5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,0,0,1,0,1.0,1.0,2.0,1.0
1110,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,1.0,2.0,2.0,2.0,-2.0,0,0,1,0,0,0,-1.0,-2.0,2.0,2.0
1111,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,1,1,0,2.0,2.0,2.0,2.0
1112,1,0,School_5,Class_44,Girl,5,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,1,0,2.0,2.0,1.0,0.0
1113,1,0,School_5,Class_44,Girl,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,1,0,1,0,2.0,2.0,2.0,2.0
1114,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1,0,0,0,1,0,0.0,0.0,2.0,2.0
1115,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
1116,1,0,School_5,Class_44,Girl,5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1,0,1,0,1,0,1.0,1.0,2.0,1.0
1117,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,2.0,2.0,2.0,2.0
1118,1,0,School_5,Class_44,Boy,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,0,1,0,0,2.0,1.0,2.0,2.0
1119,1,0,School_5,Class_45,Girl,4,2.0,2.0,2.0,2.0,-2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1,0,0,0,1,0,1.0,2.0,1.0,2.0
1120,1,0,School_5,Class_45,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,0,0,0,1,0,2.0,2.0,2.0,2.0
1121,1,0,School_5,Class_45,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1,0,0,0,0,0,1.0,2.0,0.0,2.0
1122,1,0,School_5,Class_45,Girl,4,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,-1.0,1.0,2.0,2.0,0.0,1,1,1,0,1,0,1.0,0.0,2.0,0.0
1123,1,0,School_5,Class_45,Boy,4,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1,0,0,0,0,1.0,1.0,2.0,2.0
1124,1,0,School_5,Class_45,Boy,4,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,1,0,2.0,1.0,2.0,2.0
1125,1,0,School_5,Class_45,Girl,4,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,1,0,1.0,1.0,2.0,2.0
1126,1,0,School_5,Class_45,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,1.0,1.0,2.0,2.0
1127,1,0,School_5,Class_45,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,0,1,0,2.0,1.0,2.0,2.0
1128,1,0,School_5,Class_45,Girl,4,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0,0,1,0,0,0,2.0,2.0,1.0,2.0
1129,1,0,School_5,Class_45,Boy,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,2.0,2.0,2.0,2.0
1130,1,0,School_5,Class_45,Girl,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,2.0
1131,1,0,School_5,Class_45,Boy,4,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,1,0,2.0,1.0,2.0,2.0
1132,1,0,School_5,Class_45,Boy,4,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,1,1,0,0,2.0,1.0,2.0,2.0
1133,1,0,School_5,Class_45,Boy,4,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1,1,0,1,0,2.0,2.0,2.0,2.0
1134,1,0,School_5,Class_45,Girl,4,2.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,0,0,2.0,2.0,2.0,2.0
1135,1,0,School_4,Class_46,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,1,0,1,0,2.0,1.0,2.0,2.0
1136,1,0,School_4,Class_46,Girl,6,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,0,0,0,1,1.0,1.0,2.0,1.0
1137,1,0,School_4,Class_46,Girl,6,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0,0,1,0,0,0,2.0,1.0,1.0,2.0
1138,1,0,School_4,Class_46,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0,1,1,0,1,0,1.0,1.0,2.0,2.0
1139,1,0,School_4,Class_46,Girl,6,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0,1,1,1,0,0,2.0,2.0,1.0,2.0
1140,1,0,School_4,Class_46,Girl,6,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,0,1,1,0,2.0,1.0,2.0,2.0
1141,1,0,School_4,Class_46,Girl,6,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,1,1.0,2.0,2.0,1.0
1142,1,0,School_4,Class_46,Girl,6,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,1,0,2.0,2.0,2.0,2.0
1143,1,0,School_4,Class_46,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,0,0,0,1,1.0,1.0,2.0,2.0
1144,1,0,School_4,Class_46,Girl,6,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,1,1,0,0,2.0,1.0,2.0,2.0
1145,1,0,School_4,Class_46,Girl,6,0.0,2.0,2.0,2.0,-1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1,0,0,0,1.0,0.0,1.0,0.0
1146,1,0,School_4,Class_46,Girl,6,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0,1,1,1,0,0,2.0,1.0,0.0,2.0
1147,1,0,School_4,Class_46,Boy,6,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1,0,0,1,0,0,2.0,1.0,2.0,2.0
1148,1,0,School_4,Class_46,Girl,6,-1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,1.0,2.0,2.0,-1.0
1149,1,0,School_4,Class_46,Boy,6,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,2.0,2.0,2.0,2.0
1150,1,0,School_4,Class_46,Girl,6,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,1,1.0,1.0,1.0,2.0
1151,1,0,School_4,Class_46,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,0,1,1,0,2.0,1.0,2.0,2.0
1152,1,0,School_4,Class_46,Girl,6,-2.0,2.0,2.0,2.0,1.0,2.0,0.0,-1.0,2.0,1.0,1.0,1.0,-2.0,1,1,1,1,0,1,-1.0,-2.0,1.0,-2.0
1153,1,0,School_4,Class_46,Boy,6,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0,0,1,0,0,0,1.0,2.0,2.0,2.0
1154,1,0,School_4,Class_46,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,1,2.0,2.0,2.0,2.0
1155,1,0,School_4,Class_47,Girl,6,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1,1,1,1,0,1.0,1.0,1.0,2.0
1156,1,0,School_4,Class_47,Boy,6,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,1,1,0,2.0,1.0,2.0,2.0
1157,1,0,School_4,Class_47,Girl,6,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0,0,0,0,1,0,1.0,1.0,1.0,1.0
1158,1,0,School_4,Class_47,Boy,6,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,0,1,1,0,2.0,1.0,2.0,2.0
1159,1,0,School_4,Class_47,Boy,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0,0,1,0,1,0,0.0,1.0,2.0,2.0
1160,1,0,School_4,Class_47,Girl,6,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0,0,0,0,1,0,2.0,2.0,1.0,1.0
1161,1,0,School_4,Class_47,Girl,6,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0,0,1,1,1,0,2.0,1.0,2.0,1.0
